Match_Date,Match_Format,Opponent,Winner,Margin,Ground,Year,Gender,Toss_Winner,Toss_Decision,Player_of_Match,Event_Name,Home_Away
2022-10-20,T20,Netherlands,Sri Lanka,16 runs,"GMHBA Stadium, South Geelong, Victoria",2022,male,Sri Lanka,bat,BKG Mendis,ICC Men's T20 World Cup,Away
2022-10-23,T20,Ireland,Sri Lanka,9 wickets,"Bellerive Oval, Hobart",2022,male,Ireland,bat,BKG Mendis,ICC Men's T20 World Cup,Away
2022-10-25,T20,Australia,Opponent,7 wickets,Perth Stadium,2022,male,Australia,field,MP Stoinis,ICC Men's T20 World Cup,Away
2022-10-29,T20,New Zealand,Opponent,65 runs,Sydney Cricket Ground,2022,male,New Zealand,bat,GD Phillips,ICC Men's T20 World Cup,Away
2022-11-05,T20,England,Opponent,4 wickets,Sydney Cricket Ground,2022,male,Sri Lanka,bat,AU Rashid,ICC Men's T20 World Cup,Away
2023-01-03,T20,India,Opponent,2 runs,"Wankhede Stadium, Mumbai",2023,male,Sri Lanka,field,DJ Hooda,Sri Lanka tour of India,Away
2023-01-05,T20,India,Sri Lanka,16 runs,"Maharashtra Cricket Association Stadium, Pune",2023,male,India,field,MD Shanaka,Sri Lanka tour of India,Away
2023-01-07,T20,India,Opponent,91 runs,"Saurashtra Cricket Association Stadium, Rajkot",2023,male,India,bat,SA Yadav,Sri Lanka tour of India,Away
2023-01-10,ODI,India,Opponent,67 runs,"Barsapara Cricket Stadium, Guwahati",2023,male,Sri Lanka,field,V Kohli,Sri Lanka tour of India,Away
2023-01-12,ODI,India,Opponent,4 wickets,"Eden Gardens, Kolkata",2023,male,Sri Lanka,bat,Kuldeep Yadav,Sri Lanka tour of India,Away
2023-01-15,ODI,India,Opponent,317 runs,"Greenfield International Stadium, Thiruvananthapuram",2023,male,India,bat,V Kohli,Sri Lanka tour of India,Away
2023-02-10,T20,South Africa,Sri Lanka,3 runs,"Newlands, Cape Town",2023,female,South Africa,field,AC Jayangani,ICC Women's T20 World Cup,Away
2023-02-12,T20,Bangladesh,Sri Lanka,7 wickets,"Newlands, Cape Town",2023,female,Bangladesh,bat,H Madavi,ICC Women's T20 World Cup,Away
2023-02-16,T20,Australia,Opponent,10 wickets,"St George's Park, Gqeberha",2023,female,Australia,field,AJ Healy,ICC Women's T20 World Cup,Away
2023-02-19,T20,New Zealand,Opponent,102 runs,"Boland Park, Paarl",2023,female,New Zealand,bat,AC Kerr,ICC Women's T20 World Cup,Away
2023-03-09,Test,New Zealand,Opponent,2 wickets,"Hagley Oval, Christchurch",2023,male,New Zealand,field,DJ Mitchell,Sri Lanka tour of New Zealand,Away
2023-03-17,Test,New Zealand,Opponent,58 runs,"Basin Reserve, Wellington",2023,male,Sri Lanka,field,HM Nicholls,Sri Lanka tour of New Zealand,Away
2023-03-25,ODI,New Zealand,Opponent,198 runs,"Eden Park, Auckland",2023,male,Sri Lanka,field,HB Shipley,Sri Lanka tour of New Zealand,Away
2023-03-31,ODI,New Zealand,Opponent,6 wickets,"Seddon Park, Hamilton",2023,male,Sri Lanka,bat,WA Young,Sri Lanka tour of New Zealand,Away
2023-04-02,T20,New Zealand,Tie,,"Eden Park, Auckland",2023,male,New Zealand,field,KIC Asalanka,Sri Lanka tour of New Zealand,Away
2023-04-05,T20,New Zealand,Opponent,9 wickets,"University Oval, Dunedin",2023,male,New Zealand,field,AF Milne,Sri Lanka tour of New Zealand,Away
2023-04-08,T20,New Zealand,Opponent,4 wickets,"John Davies Oval, Queenstown",2023,male,New Zealand,field,TL Seifert,Sri Lanka tour of New Zealand,Away
2023-04-16,Test,Ireland,Sri Lanka,280 runs,Galle International Stadium,2023,male,Sri Lanka,bat,NGRP Jayasuriya,Ireland tour of Sri Lanka,Home
2023-04-24,Test,Ireland,Sri Lanka,10 runs,Galle International Stadium,2023,male,Ireland,bat,NGRP Jayasuriya,Ireland tour of Sri Lanka,Home
2023-04-29,ODI,Bangladesh,No Result,,"P Sara Oval, Colombo",2023,female,Sri Lanka,bat,nan,Bangladesh Women tour of Sri Lanka,Home
2023-05-04,ODI,Bangladesh,Sri Lanka,58 runs,"Sinhalese Sports Club Ground, Colombo",2023,female,Sri Lanka,bat,nan,Bangladesh Women tour of Sri Lanka,Home
2023-05-09,T20,Bangladesh,Opponent,6 wickets,"Sinhalese Sports Club Ground, Colombo",2023,female,Sri Lanka,bat,nan,Bangladesh Women tour of Sri Lanka,Home
2023-05-11,T20,Bangladesh,Sri Lanka,7 wickets,"Sinhalese Sports Club Ground, Colombo",2023,female,Sri Lanka,field,WK Dilhari,Bangladesh Women tour of Sri Lanka,Home
2023-05-12,T20,Bangladesh,Sri Lanka,44 runs,"Sinhalese Sports Club Ground, Colombo",2023,female,Sri Lanka,bat,NND de Silva,Bangladesh Women tour of Sri Lanka,Home
2023-06-19,ODI,United Arab Emirates,Sri Lanka,175 runs,"Queens Sports Club, Bulawayo",2023,male,United Arab Emirates,field,PWH de Silva,ICC Cricket World Cup Qualifier,Away
2023-06-23,ODI,Oman,Sri Lanka,10 wickets,"Queens Sports Club, Bulawayo",2023,male,Sri Lanka,field,PWH de Silva,ICC Cricket World Cup Qualifier,Away
2023-06-25,ODI,Ireland,Sri Lanka,133 runs,"Queens Sports Club, Bulawayo",2023,male,Ireland,field,FDM Karunaratne,ICC Cricket World Cup Qualifier,Away
2023-06-27,ODI,New Zealand,Sri Lanka,9 wickets,Galle International Stadium,2023,female,New Zealand,bat,AC Jayangani,ICC Women's Championship,Home
2023-06-27,ODI,Scotland,Sri Lanka,82 runs,"Queens Sports Club, Bulawayo",2023,male,Scotland,field,M Theekshana,ICC Cricket World Cup Qualifier,Away
2023-06-30,ODI,New Zealand,Opponent,116 runs,Galle International Stadium,2023,female,New Zealand,bat,SFM Devine,ICC Women's Championship,Home
2023-06-30,ODI,Netherlands,Sri Lanka,21 runs,"Queens Sports Club, Bulawayo",2023,male,Sri Lanka,bat,DM de Silva,ICC Cricket World Cup Qualifier,Away
2023-07-02,ODI,Zimbabwe,Sri Lanka,9 wickets,"Queens Sports Club, Bulawayo",2023,male,Sri Lanka,field,M Theekshana,ICC Cricket World Cup Qualifier,Away
2023-07-03,ODI,New Zealand,Sri Lanka,8 wickets,Galle International Stadium,2023,female,New Zealand,bat,AC Jayangani,ICC Women's Championship,Home
2023-07-07,ODI,West Indies,Sri Lanka,8 wickets,Harare Sports Club,2023,male,Sri Lanka,field,M Theekshana,ICC Cricket World Cup Qualifier,Away
2023-07-08,T20,New Zealand,Opponent,5 wickets,"P Sara Oval, Colombo",2023,female,New Zealand,field,SW Bates,New Zealand Women tour of Sri Lanka,Home
2023-07-09,ODI,Netherlands,Sri Lanka,128 runs,Harare Sports Club,2023,male,Netherlands,field,D Madushanka,ICC Cricket World Cup Qualifier,Away
2023-07-10,T20,New Zealand,Opponent,8 wickets,"P Sara Oval, Colombo",2023,female,New Zealand,field,LMM Tahuhu,New Zealand Women tour of Sri Lanka,Home
2023-07-12,T20,New Zealand,Sri Lanka,10 wickets,"P Sara Oval, Colombo",2023,female,Sri Lanka,field,AC Jayangani,New Zealand Women tour of Sri Lanka,Home
2023-07-16,Test,Pakistan,Opponent,4 wickets,Galle International Stadium,2023,male,Sri Lanka,bat,Saud Shakeel,Pakistan tour of Sri Lanka,Home
2023-07-24,Test,Pakistan,Opponent,222 runs,"Sinhalese Sports Club Ground, Colombo",2023,male,Sri Lanka,bat,Abdullah Shafique,Pakistan tour of Sri Lanka,Home
2023-08-31,T20,England,Opponent,12 runs,"County Ground, Hove",2023,female,Sri Lanka,field,A Capsey,Sri Lanka Women tour of England,Away
2023-08-31,ODI,Bangladesh,Sri Lanka,5 wickets,Pallekele International Cricket Stadium,2023,male,Bangladesh,bat,M Pathirana,Asia Cup,Home
2023-09-02,T20,England,Sri Lanka,8 wickets,"County Ground, Chelmsford",2023,female,Sri Lanka,field,AC Jayangani,Sri Lanka Women tour of England,Away
2023-09-06,T20,England,Sri Lanka,7 wickets,"County Ground, Derby",2023,female,Sri Lanka,field,AC Jayangani,Sri Lanka Women tour of England,Away
2023-09-09,ODI,England,Opponent,7 wickets,"Riverside Ground, Chester-le-Street",2023,female,England,field,M Gaur,Sri Lanka Women tour of England,Away
2023-09-09,ODI,Bangladesh,Sri Lanka,21 runs,"R Premadasa Stadium, Colombo",2023,male,Bangladesh,field,S Samarawickrama,Asia Cup,Home
2023-09-12,ODI,England,No Result,,"County Ground, Northampton",2023,female,England,field,nan,Sri Lanka Women tour of England,Away
2023-09-12,ODI,India,Opponent,41 runs,"R Premadasa Stadium, Colombo",2023,male,India,bat,DN Wellalage,Asia Cup,Home
2023-09-14,ODI,Pakistan,Sri Lanka,2 wickets,"R Premadasa Stadium, Colombo",2023,male,Pakistan,bat,BKG Mendis,Asia Cup,Home
2023-09-14,ODI,England,Opponent,161 runs,"Grace Road, Leicester",2023,female,Sri Lanka,field,NR Sciver-Brunt,Sri Lanka Women tour of England,Away
2023-09-17,ODI,India,Opponent,10 wickets,"R Premadasa Stadium, Colombo",2023,male,Sri Lanka,bat,Mohammed Siraj,Asia Cup,Home
2023-09-22,T20,Thailand,Sri Lanka,8 wickets,Zhejiang University of Technology Cricket Field,2023,female,Sri Lanka,field,nan,Asian Games Women's Cricket Competition,Away
2023-09-24,T20,Pakistan,Sri Lanka,6 wickets,Zhejiang University of Technology Cricket Field,2023,female,Sri Lanka,field,nan,Asian Games Women's Cricket Competition,Away
2023-09-25,T20,India,Opponent,19 runs,Zhejiang University of Technology Cricket Field,2023,female,India,bat,nan,Asian Games Women's Cricket Competition,Away
2023-10-07,ODI,South Africa,Opponent,102 runs,"Arun Jaitley Stadium, Delhi",2023,male,Sri Lanka,field,AK Markram,ICC Cricket World Cup,Away
2023-10-10,ODI,Pakistan,Opponent,6 wickets,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,male,Sri Lanka,bat,Mohammad Rizwan,ICC Cricket World Cup,Away
2023-10-16,ODI,Australia,Opponent,5 wickets,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,male,Sri Lanka,bat,A Zampa,ICC Cricket World Cup,Away
2023-10-21,ODI,Netherlands,Sri Lanka,5 wickets,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,male,Netherlands,bat,S Samarawickrama,ICC Cricket World Cup,Away
2023-10-26,ODI,England,Sri Lanka,8 wickets,"M Chinnaswamy Stadium, Bengaluru",2023,male,England,bat,CBRLS Kumara,ICC Cricket World Cup,Away
2023-11-02,ODI,India,Opponent,302 runs,"Wankhede Stadium, Mumbai",2023,male,Sri Lanka,field,Mohammed Shami,ICC Cricket World Cup,Away
2023-11-06,ODI,Bangladesh,Opponent,3 wickets,"Arun Jaitley Stadium, Delhi",2023,male,Bangladesh,field,Shakib Al Hasan,ICC Cricket World Cup,Away
2023-11-09,ODI,New Zealand,Opponent,5 wickets,"M Chinnaswamy Stadium, Bengaluru",2023,male,New Zealand,field,TA Boult,ICC Cricket World Cup,Away
2024-01-06,ODI,Zimbabwe,No Result,,"R Premadasa Stadium, Colombo",2024,male,Sri Lanka,bat,nan,Zimbabwe tour of Sri Lanka,Home
2024-01-08,ODI,Zimbabwe,Sri Lanka,2 wickets,"R Premadasa Stadium, Colombo",2024,male,Zimbabwe,bat,J Liyanage,Zimbabwe tour of Sri Lanka,Home
2024-01-11,ODI,Zimbabwe,Sri Lanka,8 wickets,"R Premadasa Stadium, Colombo",2024,male,Zimbabwe,bat,PWH de Silva,Zimbabwe tour of Sri Lanka,Home
2024-01-14,T20,Zimbabwe,Sri Lanka,3 wickets,"R Premadasa Stadium, Colombo",2024,male,Sri Lanka,field,AD Mathews,Zimbabwe tour of Sri Lanka,Home
2024-01-16,T20,Zimbabwe,Opponent,4 wickets,"R Premadasa Stadium, Colombo",2024,male,Zimbabwe,field,LM Jongwe,Zimbabwe tour of Sri Lanka,Home
2024-01-18,T20,Zimbabwe,Sri Lanka,9 wickets,"R Premadasa Stadium, Colombo",2024,male,Sri Lanka,field,PWH de Silva,Zimbabwe tour of Sri Lanka,Home
2024-03-04,T20,Bangladesh,Sri Lanka,3 runs,Sylhet International Cricket Stadium,2024,male,Bangladesh,field,KIC Asalanka,Sri Lanka tour of Bangladesh,Away
2024-03-06,T20,Bangladesh,Opponent,8 wickets,Sylhet International Cricket Stadium,2024,male,Bangladesh,field,Nazmul Hossain Shanto,Sri Lanka tour of Bangladesh,Away
2024-03-09,T20,Bangladesh,Sri Lanka,28 runs,Sylhet International Cricket Stadium,2024,male,Bangladesh,field,N Thushara,Sri Lanka tour of Bangladesh,Away
2024-03-13,ODI,Bangladesh,Opponent,6 wickets,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024,male,Sri Lanka,bat,Nazmul Hossain Shanto,Sri Lanka tour of Bangladesh,Away
2024-03-15,ODI,Bangladesh,Sri Lanka,3 wickets,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024,male,Sri Lanka,field,P Nissanka,Sri Lanka tour of Bangladesh,Away
2024-03-18,ODI,Bangladesh,Opponent,4 wickets,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024,male,Sri Lanka,bat,Rishad Hossain,Sri Lanka tour of Bangladesh,Away
2024-03-22,Test,Bangladesh,Sri Lanka,328 runs,Sylhet International Cricket Stadium,2024,male,Bangladesh,field,DM de Silva,Sri Lanka tour of Bangladesh,Away
2024-03-27,T20,South Africa,Opponent,79 runs,"Willowmoore Park, Benoni",2024,female,Sri Lanka,field,L Wolvaardt,Sri Lanka Women tour of South Africa,Away
2024-03-30,T20,South Africa,Sri Lanka,7 wickets,"Senwes Park, Potchefstroom",2024,female,South Africa,bat,WK Dilhari,Sri Lanka Women tour of South Africa,Away
2024-03-30,Test,Bangladesh,Sri Lanka,192 runs,"Zahur Ahmed Chowdhury Stadium, Chattogram",2024,male,Sri Lanka,bat,PHKD Mendis,Sri Lanka tour of Bangladesh,Away
2024-04-03,T20,South Africa,Sri Lanka,4 wickets,"Buffalo Park, East London",2024,female,Sri Lanka,field,AC Jayangani,Sri Lanka Women tour of South Africa,Away
2024-04-09,ODI,South Africa,No Result,,"Buffalo Park, East London",2024,female,Sri Lanka,field,nan,Sri Lanka Women tour of South Africa,Away
2024-04-13,ODI,South Africa,Opponent,7 wickets,"Diamond Oval, Kimberley",2024,female,South Africa,field,L Wolvaardt,Sri Lanka Women tour of South Africa,Away
2024-04-17,ODI,South Africa,Sri Lanka,6 wickets,"Senwes Park, Potchefstroom",2024,female,Sri Lanka,field,AC Jayangani,Sri Lanka Women tour of South Africa,Away
2024-04-25,T20,Thailand,Sri Lanka,67 runs,"Tolerance Oval, Abu Dhabi",2024,female,Sri Lanka,bat,SIP Fernando,ICC Women's T20 World Cup Qualifier,Away
2024-04-27,T20,Scotland,Sri Lanka,10 wickets,"Zayed Cricket Stadium, Abu Dhabi",2024,female,Sri Lanka,field,WK Dilhari,ICC Women's T20 World Cup Qualifier,Away
2024-05-01,T20,Uganda,Sri Lanka,67 runs,"Zayed Cricket Stadium, Abu Dhabi",2024,female,Sri Lanka,bat,RMVD Gunaratne,ICC Women's T20 World Cup Qualifier,Away
2024-05-03,T20,United States of America,Sri Lanka,18 runs,"Tolerance Oval, Abu Dhabi",2024,female,Sri Lanka,bat,AC Jayangani,ICC Women's T20 World Cup Qualifier,Away
2024-05-05,T20,United Arab Emirates,Sri Lanka,15 runs,"Zayed Cricket Stadium, Abu Dhabi",2024,female,United Arab Emirates,field,ER Oza,ICC Women's T20 World Cup Qualifier,Away
2024-05-07,T20,Scotland,Sri Lanka,68 runs,"Zayed Cricket Stadium, Abu Dhabi",2024,female,Scotland,field,AC Jayangani,ICC Women's T20 World Cup Qualifier,Away
2024-06-03,T20,South Africa,Opponent,6 wickets,"Nassau County International Cricket Stadium, New York",2024,male,Sri Lanka,bat,A Nortje,ICC Men's T20 World Cup,Away
2024-06-07,T20,Bangladesh,Opponent,2 wickets,"Grand Prairie Stadium, Dallas",2024,male,Bangladesh,field,Rishad Hossain,ICC Men's T20 World Cup,Away
2024-06-15,ODI,West Indies,Sri Lanka,6 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,female,Sri Lanka,field,nan,West Indies Women tour of Sri Lanka,Away
2024-06-16,T20,Netherlands,Sri Lanka,83 runs,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2024,male,Netherlands,field,KIC Asalanka,ICC Men's T20 World Cup,Away
2024-06-18,ODI,West Indies,Sri Lanka,5 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,female,West Indies,bat,nan,West Indies Women tour of Sri Lanka,Away
2024-06-21,ODI,West Indies,Sri Lanka,160 runs,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,female,West Indies,field,S Nisansala,West Indies Women tour of Sri Lanka,Away
2024-06-24,T20,West Indies,Sri Lanka,4 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,female,Sri Lanka,field,nan,West Indies Women tour of Sri Lanka,Away
2024-06-26,T20,West Indies,Opponent,6 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,female,West Indies,field,nan,West Indies Women tour of Sri Lanka,Away
2024-06-28,T20,West Indies,Opponent,6 wickets,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2024,female,West Indies,field,SA Campbelle,West Indies Women tour of Sri Lanka,Away
2024-07-20,T20,Bangladesh,Sri Lanka,7 wickets,Rangiri Dambulla International Stadium,2024,female,Bangladesh,bat,RMVD Gunaratne,Women's Asia Cup,Home
2024-07-22,T20,Malaysia,Sri Lanka,144 runs,Rangiri Dambulla International Stadium,2024,female,Sri Lanka,bat,AC Jayangani,Women's Asia Cup,Home
2024-07-24,T20,Thailand,Sri Lanka,10 wickets,Rangiri Dambulla International Stadium,2024,female,Thailand,bat,AC Jayangani,Women's Asia Cup,Home
2024-07-26,T20,Pakistan,Sri Lanka,3 wickets,Rangiri Dambulla International Stadium,2024,female,Sri Lanka,field,AC Jayangani,Women's Asia Cup,Home
2024-07-27,T20,India,Opponent,43 runs,Pallekele International Cricket Stadium,2024,male,Sri Lanka,field,SA Yadav,India tour of Sri Lanka,Home
2024-07-28,T20,India,Opponent,7 wickets,Pallekele International Cricket Stadium,2024,male,India,field,Ravi Bishnoi,India tour of Sri Lanka,Home
2024-07-28,T20,India,Sri Lanka,8 wickets,Rangiri Dambulla International Stadium,2024,female,India,bat,H Madavi,Women's Asia Cup,Home
2024-07-30,T20,India,Tie,,Pallekele International Cricket Stadium,2024,male,Sri Lanka,field,Washington Sundar,India tour of Sri Lanka,Home
2024-08-02,ODI,India,Tie,,"R Premadasa Stadium, Colombo",2024,male,Sri Lanka,bat,DN Wellalage,India tour of Sri Lanka,Home
2024-08-04,ODI,India,Sri Lanka,32 runs,"R Premadasa Stadium, Colombo",2024,male,Sri Lanka,bat,JDF Vandersay,India tour of Sri Lanka,Home
2024-08-07,ODI,India,Sri Lanka,110 runs,"R Premadasa Stadium, Colombo",2024,male,Sri Lanka,bat,WIA Fernando,India tour of Sri Lanka,Home
2024-08-11,T20,Ireland,Sri Lanka,7 wickets,"Pembroke Cricket Club, Sandymount, Dublin",2024,female,Sri Lanka,field,H Madavi,Sri Lanka Women tour of Ireland,Away
2024-08-13,T20,Ireland,Opponent,7 runs,"Pembroke Cricket Club, Sandymount, Dublin",2024,female,Ireland,bat,GH Lewis,Sri Lanka Women tour of Ireland,Away
2024-08-16,ODI,Ireland,Opponent,3 wickets,"Civil Service Cricket Club, Stormont, Belfast",2024,female,Ireland,field,O Prendergast,Sri Lanka Women tour of Ireland,Away
2024-08-18,ODI,Ireland,Opponent,15 runs,"Civil Service Cricket Club, Stormont, Belfast",2024,female,Sri Lanka,field,L Paul,Sri Lanka Women tour of Ireland,Away
2024-08-20,ODI,Ireland,Sri Lanka,8 wickets,"Civil Service Cricket Club, Stormont, Belfast",2024,female,Sri Lanka,field,AC Jayangani,Sri Lanka Women tour of Ireland,Away
2024-08-21,Test,England,Opponent,5 wickets,"Old Trafford, Manchester",2024,male,Sri Lanka,bat,JL Smith,Sri Lanka tour of England,Away
2024-08-29,Test,England,Opponent,190 runs,"Lord's, London",2024,male,Sri Lanka,field,AAP Atkinson,Sri Lanka tour of England,Away
2024-09-06,Test,England,Sri Lanka,8 wickets,"Kennington Oval, London",2024,male,Sri Lanka,field,P Nissanka,Sri Lanka tour of England,Away
2024-09-18,Test,New Zealand,Sri Lanka,63 runs,Galle International Stadium,2024,male,Sri Lanka,bat,NGRP Jayasuriya,New Zealand tour of Sri Lanka,Home
2024-09-26,Test,New Zealand,Sri Lanka,154 runs,Galle International Stadium,2024,male,Sri Lanka,bat,PHKD Mendis,New Zealand tour of Sri Lanka,Home
2024-10-03,T20,Pakistan,Opponent,31 runs,Sharjah Cricket Stadium,2024,female,Pakistan,bat,Fatima Sana,ICC Women's T20 World Cup,Away
2024-10-05,T20,Australia,Opponent,6 wickets,Sharjah Cricket Stadium,2024,female,Sri Lanka,bat,ML Schutt,ICC Women's T20 World Cup,Away
2024-10-09,T20,India,Opponent,82 runs,Dubai International Cricket Stadium,2024,female,India,bat,H Kaur,ICC Women's T20 World Cup,Away
2024-10-12,T20,New Zealand,Opponent,8 wickets,Sharjah Cricket Stadium,2024,female,Sri Lanka,bat,GE Plimmer,ICC Women's T20 World Cup,Away
2024-10-13,T20,West Indies,Opponent,5 wickets,Rangiri Dambulla International Stadium,2024,male,West Indies,field,BA King,West Indies tour of Sri Lanka,Home
2024-10-15,T20,West Indies,Sri Lanka,73 runs,Rangiri Dambulla International Stadium,2024,male,Sri Lanka,bat,P Nissanka,West Indies tour of Sri Lanka,Home
2024-10-17,T20,West Indies,Sri Lanka,9 wickets,Rangiri Dambulla International Stadium,2024,male,West Indies,bat,BKG Mendis,West Indies tour of Sri Lanka,Home
2024-10-20,ODI,West Indies,Sri Lanka,5 wickets,Pallekele International Cricket Stadium,2024,male,West Indies,bat,KIC Asalanka,West Indies tour of Sri Lanka,Home
2024-10-23,ODI,West Indies,Sri Lanka,5 wickets,Pallekele International Cricket Stadium,2024,male,Sri Lanka,field,M Theekshana,West Indies tour of Sri Lanka,Home
2024-10-26,ODI,West Indies,Opponent,8 wickets,Pallekele International Cricket Stadium,2024,male,West Indies,field,E Lewis,West Indies tour of Sri Lanka,Home
2024-11-09,T20,New Zealand,Sri Lanka,4 wickets,Rangiri Dambulla International Stadium,2024,male,New Zealand,bat,KIC Asalanka,New Zealand tour of Sri Lanka,Home
2024-11-10,T20,New Zealand,Opponent,5 runs,Rangiri Dambulla International Stadium,2024,male,Sri Lanka,field,LH Ferguson,New Zealand tour of Sri Lanka,Home
2024-11-13,ODI,New Zealand,Sri Lanka,45 runs,Rangiri Dambulla International Stadium,2024,male,Sri Lanka,bat,BKG Mendis,New Zealand tour of Sri Lanka,Home
2024-11-17,ODI,New Zealand,Sri Lanka,3 wickets,Pallekele International Cricket Stadium,2024,male,Sri Lanka,field,BKG Mendis,New Zealand tour of Sri Lanka,Home
2024-11-19,ODI,New Zealand,No Result,,Pallekele International Cricket Stadium,2024,male,New Zealand,bat,nan,New Zealand tour of Sri Lanka,Home
2024-11-27,Test,South Africa,Opponent,233 runs,"Kingsmead, Durban",2024,male,Sri Lanka,field,M Jansen,Sri Lanka tour of South Africa,Away
2024-12-05,Test,South Africa,Opponent,109 runs,"St George's Park, Gqeberha",2024,male,South Africa,bat,D Paterson,Sri Lanka tour of South Africa,Away
2024-12-28,T20,New Zealand,Opponent,8 runs,"Bay Oval, Mount Maunganui",2024,male,Sri Lanka,field,JA Duffy,Sri Lanka tour of New Zealand,Away
2024-12-30,T20,New Zealand,Opponent,45 runs,"Bay Oval, Mount Maunganui",2024,male,Sri Lanka,field,MJ Hay,Sri Lanka tour of New Zealand,Away
2025-01-02,T20,New Zealand,Sri Lanka,7 runs,"Saxton Oval, Nelson",2025,male,New Zealand,field,MDKJ Perera,Sri Lanka tour of New Zealand,Away
2025-01-05,ODI,New Zealand,Opponent,9 wickets,"Basin Reserve, Wellington",2025,male,New Zealand,field,MJ Henry,Sri Lanka tour of New Zealand,Away
2025-01-08,ODI,New Zealand,Opponent,113 runs,"Seddon Park, Hamilton",2025,male,Sri Lanka,field,R Ravindra,Sri Lanka tour of New Zealand,Away
2025-01-11,ODI,New Zealand,Sri Lanka,140 runs,"Eden Park, Auckland",2025,male,Sri Lanka,bat,AM Fernando,Sri Lanka tour of New Zealand,Away
2025-01-29,Test,Australia,Opponent,242 runs,Galle International Stadium,2025,male,Australia,bat,UT Khawaja,Australia tour of Sri Lanka,Home
2025-02-06,Test,Australia,Opponent,9 wickets,Galle International Stadium,2025,male,Sri Lanka,bat,AT Carey,Australia tour of Sri Lanka,Home
2025-02-12,ODI,Australia,Sri Lanka,49 runs,"R Premadasa Stadium, Colombo",2025,male,Sri Lanka,bat,KIC Asalanka,Australia tour of Sri Lanka,Home
2025-02-14,ODI,Australia,Sri Lanka,174 runs,"R Premadasa Stadium, Colombo",2025,male,Sri Lanka,bat,BKG Mendis,Australia tour of Sri Lanka,Home
2025-03-04,ODI,New Zealand,No Result,,"McLean Park, Napier",2025,female,New Zealand,field,nan,Sri Lanka Women tour of New Zealand,Away
2025-03-07,ODI,New Zealand,Opponent,78 runs,"Saxton Oval, Nelson",2025,female,New Zealand,bat,ML Green,Sri Lanka Women tour of New Zealand,Away
2025-03-09,ODI,New Zealand,Opponent,98 runs,"Saxton Oval, Nelson",2025,female,New Zealand,bat,GE Plimmer,Sri Lanka Women tour of New Zealand,Away
2025-03-14,T20,New Zealand,Sri Lanka,7 wickets,"Hagley Oval, Christchurch",2025,female,New Zealand,bat,M Madara,Sri Lanka Women tour of New Zealand,Away
2025-03-16,T20,New Zealand,Opponent,7 wickets,"Hagley Oval, Christchurch",2025,female,New Zealand,field,SW Bates,Sri Lanka Women tour of New Zealand,Away
2025-03-18,T20,New Zealand,No Result,,"University Oval, Dunedin",2025,female,Sri Lanka,field,nan,Sri Lanka Women tour of New Zealand,Away
2025-04-27,ODI,India,Opponent,9 wickets,"R Premadasa Stadium, Colombo",2025,female,India,field,Pratika Rawal,Sri Lanka Women's ODI Tri-Series,Home
2025-05-02,ODI,South Africa,Sri Lanka,5 wickets,"R Premadasa Stadium, Colombo",2025,female,Sri Lanka,field,H Madavi,Sri Lanka Women's ODI Tri-Series,Home
2025-05-04,ODI,India,Sri Lanka,3 wickets,"R Premadasa Stadium, Colombo",2025,female,Sri Lanka,field,NND de Silva,Sri Lanka Women's ODI Tri-Series,Home
2025-05-09,ODI,South Africa,Opponent,76 runs,"R Premadasa Stadium, Colombo",2025,female,Sri Lanka,field,CL Tryon,Sri Lanka Women's ODI Tri-Series,Home
2025-05-11,ODI,India,Opponent,97 runs,"R Premadasa Stadium, Colombo",2025,female,India,bat,S Mandhana,Sri Lanka Women's ODI Tri-Series,Home
2025-06-17,Test,Bangladesh,Draw,,Galle International Stadium,2025,male,Bangladesh,bat,Nazmul Hossain Shanto,Bangladesh tour of Sri Lanka,Home
2025-06-25,Test,Bangladesh,Sri Lanka,78 runs,"Sinhalese Sports Club Ground, Colombo",2025,male,Bangladesh,bat,P Nissanka,Bangladesh tour of Sri Lanka,Home
2025-07-02,ODI,Bangladesh,Sri Lanka,77 runs,"R Premadasa Stadium, Colombo",2025,male,Sri Lanka,bat,KIC Asalanka,Bangladesh tour of Sri Lanka,Home
2025-07-05,ODI,Bangladesh,Opponent,16 runs,"R Premadasa Stadium, Colombo",2025,male,Bangladesh,bat,Tanvir Islam,Bangladesh tour of Sri Lanka,Home
